,Age,Education,Occupation,Relationship,Race,Sex,Target
437,34,Some-college,Protective-serv,Not-in-family,White,Female,<=50K
438,23,Some-college,Adm-clerical,Husband,White,Male,<=50K
439,42,Some-college,Adm-clerical,Wife,White,Female,<=50K
440,29,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
441,45,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
442,24,HS-grad,Armed-Forces,Own-child,White,Male,<=50K
443,44,Some-college,Prof-specialty,Husband,White,Male,>50K
444,27,9th,Craft-repair,Other-relative,White,Male,<=50K
445,20,Some-college,Sales,Not-in-family,White,Male,<=50K
446,44,HS-grad,Exec-managerial,Unmarried,Black,Female,<=50K
447,51,HS-grad,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50K
448,20,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
449,17,11th,?,Own-child,White,Female,<=50K
450,19,HS-grad,Machine-op-inspct,Own-child,Black,Female,<=50K
451,45,Some-college,Craft-repair,Husband,White,Male,>50K
452,60,HS-grad,Craft-repair,Husband,White,Male,>50K
453,42,Assoc-acdm,Exec-managerial,Husband,Black,Male,>50K
454,44,HS-grad,Sales,Wife,White,Female,>50K
455,40,Assoc-voc,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,>50K
456,30,HS-grad,Exec-managerial,Wife,White,Female,<=50K
457,38,Some-college,Transport-moving,Husband,Black,Male,<=50K
458,23,HS-grad,Transport-moving,Husband,White,Male,<=50K
459,32,Some-college,?,Husband,White,Male,<=50K
460,44,Assoc-acdm,Farming-fishing,Own-child,White,Male,<=50K
461,54,HS-grad,Transport-moving,Husband,Black,Male,<=50K
462,32,Bachelors,Prof-specialty,Husband,White,Male,<=50K
463,50,1st-4th,Craft-repair,Unmarried,White,Male,<=50K
464,24,Bachelors,Tech-support,Not-in-family,White,Female,<=50K
465,37,HS-grad,Adm-clerical,Wife,White,Female,<=50K
466,52,HS-grad,Transport-moving,Unmarried,White,Male,<=50K
467,38,Some-college,Transport-moving,Husband,White,Male,<=50K
468,49,Masters,Exec-managerial,Husband,White,Male,>50K
469,30,Bachelors,Tech-support,Wife,White,Female,>50K
470,60,Some-college,Prof-specialty,Unmarried,White,Male,>50K
471,22,Some-college,?,Own-child,White,Male,<=50K
472,35,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
473,30,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
474,67,Assoc-voc,Other-service,Not-in-family,White,Female,<=50K
475,46,Bachelors,Craft-repair,Not-in-family,White,Female,<=50K
476,17,9th,Other-service,Not-in-family,White,Male,<=50K
477,22,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
478,27,10th,Other-service,Not-in-family,White,Male,<=50K
479,23,HS-grad,Other-service,Unmarried,White,Female,<=50K
480,33,Assoc-acdm,Craft-repair,Husband,White,Male,<=50K
481,43,Some-college,Craft-repair,Husband,White,Male,<=50K
482,28,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
483,41,HS-grad,Craft-repair,Unmarried,White,Female,<=50K
484,52,12th,?,Other-relative,Black,Male,<=50K
485,25,Some-college,Adm-clerical,Own-child,Black,Female,<=50K
486,63,1st-4th,?,Husband,White,Male,<=50K
487,59,HS-grad,Transport-moving,Husband,White,Male,<=50K
488,45,Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
489,38,Bachelors,Sales,Husband,White,Male,>50K
490,40,HS-grad,Other-service,Not-in-family,White,Female,<=50K
491,46,HS-grad,Adm-clerical,Not-in-family,White,Male,<=50K
492,35,Assoc-acdm,Exec-managerial,Not-in-family,White,Female,<=50K
493,34,HS-grad,Prof-specialty,Unmarried,White,Female,<=50K
494,33,Bachelors,Craft-repair,Own-child,White,Male,<=50K
495,41,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
496,20,Some-college,Machine-op-inspct,Own-child,White,Male,<=50K
497,23,5th-6th,Other-service,Own-child,White,Male,<=50K
498,26,Some-college,Prof-specialty,Not-in-family,White,Female,<=50K
499,72,HS-grad,?,Husband,White,Male,<=50K
500,23,HS-grad,Farming-fishing,Not-in-family,White,Male,<=50K
501,62,HS-grad,Transport-moving,Husband,White,Male,<=50K
502,52,Some-college,Adm-clerical,Husband,White,Male,<=50K
503,58,Some-college,Other-service,Unmarried,White,Female,<=50K
504,25,Bachelors,Sales,Not-in-family,White,Female,<=50K
505,24,Bachelors,Exec-managerial,Not-in-family,Black,Male,<=50K
506,19,Some-college,Protective-serv,Own-child,White,Male,<=50K
507,43,Some-college,Exec-managerial,Husband,White,Male,<=50K
508,47,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
509,39,HS-grad,Other-service,Unmarried,White,Female,<=50K
510,49,Assoc-voc,Handlers-cleaners,Unmarried,White,Male,<=50K
511,53,5th-6th,?,Unmarried,Black,Female,<=50K
512,32,Assoc-voc,Craft-repair,Not-in-family,White,Male,<=50K
513,34,Some-college,Prof-specialty,Husband,White,Male,>50K
514,28,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
515,57,Assoc-voc,?,Unmarried,White,Female,<=50K
516,25,Some-college,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,<=50K
517,20,Some-college,?,Own-child,White,Male,<=50K
518,21,Some-college,?,Unmarried,White,Female,<=50K
519,34,Bachelors,Prof-specialty,Husband,White,Male,>50K
520,38,Bachelors,Exec-managerial,Husband,White,Male,>50K
521,50,HS-grad,Exec-managerial,Husband,White,Male,>50K
522,24,Some-college,Handlers-cleaners,Not-in-family,Black,Male,<=50K
523,37,Some-college,Tech-support,Husband,White,Male,>50K
524,44,Some-college,Machine-op-inspct,Unmarried,White,Male,>50K
525,28,Some-college,Sales,Wife,White,Female,<=50K
526,42,Bachelors,Exec-managerial,Husband,White,Male,>50K
527,74,Some-college,Adm-clerical,Not-in-family,White,Female,<=50K
528,38,HS-grad,Craft-repair,Husband,White,Male,<=50K
529,44,Masters,Prof-specialty,Husband,White,Male,<=50K
530,44,11th,Machine-op-inspct,Unmarried,Other,Female,<=50K
531,26,HS-grad,Machine-op-inspct,Not-in-family,White,Male,<=50K
532,36,HS-grad,Other-service,Husband,Black,Male,<=50K
533,41,Assoc-acdm,Exec-managerial,Wife,White,Female,>50K
534,67,Prof-school,Prof-specialty,Husband,White,Male,>50K
535,39,12th,Tech-support,Husband,White,Male,<=50K
536,57,1st-4th,Priv-house-serv,Not-in-family,Black,Female,<=50K
537,29,Assoc-voc,Craft-repair,Not-in-family,White,Male,<=50K
538,31,Bachelors,Farming-fishing,Not-in-family,White,Female,<=50K
539,34,HS-grad,?,Unmarried,Black,Female,<=50K
540,44,Some-college,Transport-moving,Husband,White,Male,<=50K
541,29,Doctorate,Prof-specialty,Own-child,White,Male,<=50K
542,30,Some-college,Handlers-cleaners,Unmarried,White,Female,<=50K
543,27,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
544,27,Some-college,Sales,Husband,White,Male,<=50K
545,32,HS-grad,Handlers-cleaners,Not-in-family,White,Female,<=50K
546,58,10th,Other-service,Wife,White,Female,<=50K
547,35,Some-college,Protective-serv,Husband,White,Male,<=50K
548,21,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
549,28,Some-college,Craft-repair,Unmarried,White,Male,<=50K
550,46,Some-college,Exec-managerial,Not-in-family,White,Male,<=50K
551,36,HS-grad,Other-service,Unmarried,White,Female,<=50K
552,72,11th,Adm-clerical,Unmarried,White,Female,<=50K
553,35,HS-grad,Machine-op-inspct,Wife,Black,Female,<=50K
554,33,Assoc-voc,Craft-repair,Unmarried,Black,Female,>50K
555,69,11th,Machine-op-inspct,Not-in-family,White,Female,<=50K
556,35,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
557,31,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
558,34,HS-grad,Tech-support,Wife,White,Female,<=50K
559,30,11th,Other-service,Husband,White,Male,<=50K
560,28,Bachelors,Transport-moving,Not-in-family,White,Male,<=50K
561,54,Bachelors,Sales,Husband,White,Male,>50K
562,47,Some-college,Prof-specialty,Husband,White,Male,>50K
563,24,HS-grad,Handlers-cleaners,Unmarried,Black,Female,<=50K
564,52,Bachelors,Prof-specialty,Husband,White,Male,>50K
565,20,HS-grad,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50K
566,43,Masters,Exec-managerial,Husband,White,Male,<=50K
567,45,7th-8th,Other-service,Unmarried,White,Female,<=50K
568,29,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
569,47,Masters,Exec-managerial,Unmarried,White,Male,<=50K
570,24,HS-grad,Craft-repair,Own-child,White,Male,<=50K
571,51,HS-grad,Prof-specialty,Husband,White,Male,<=50K
572,17,11th,Sales,Own-child,White,Male,<=50K
573,37,Assoc-voc,Craft-repair,Husband,White,Male,>50K
574,27,Doctorate,Prof-specialty,Not-in-family,White,Female,<=50K
575,29,Bachelors,Exec-managerial,Wife,White,Male,>50K
576,18,12th,?,Own-child,White,Male,<=50K
577,36,Assoc-acdm,Sales,Unmarried,White,Female,<=50K
578,58,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
579,26,Some-college,Craft-repair,Husband,White,Male,<=50K
580,65,Some-college,?,Husband,White,Male,>50K
581,57,HS-grad,Sales,Husband,White,Male,>50K
582,59,HS-grad,Craft-repair,Husband,White,Male,<=50K
583,27,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
584,31,Bachelors,Tech-support,Not-in-family,White,Male,<=50K
585,21,Some-college,Sales,Own-child,White,Female,<=50K
586,29,Some-college,Adm-clerical,Not-in-family,White,Male,<=50K
587,18,11th,Other-service,Own-child,White,Male,<=50K
588,52,10th,Craft-repair,Husband,White,Male,>50K
589,57,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
590,42,HS-grad,?,Husband,White,Male,<=50K
591,55,HS-grad,?,Wife,Asian-Pac-Islander,Female,<=50K
592,60,7th-8th,Transport-moving,Not-in-family,White,Male,>50K
593,31,Bachelors,Prof-specialty,Husband,White,Male,>50K
594,23,Bachelors,Adm-clerical,Own-child,White,Female,<=50K
595,27,HS-grad,Sales,Own-child,White,Male,<=50K
596,23,Some-college,?,Unmarried,Amer-Indian-Eskimo,Female,<=50K
597,42,Prof-school,Prof-specialty,Husband,White,Male,>50K
598,25,Some-college,Tech-support,Not-in-family,White,Male,<=50K
599,49,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
600,32,Bachelors,Tech-support,Not-in-family,White,Male,<=50K
601,19,Some-college,Adm-clerical,Own-child,White,Male,<=50K
602,60,7th-8th,Other-service,Not-in-family,White,Female,<=50K
603,42,9th,Other-service,Husband,White,Male,<=50K
604,35,Assoc-acdm,Farming-fishing,Not-in-family,White,Male,<=50K
605,48,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
606,51,Masters,Craft-repair,Husband,White,Male,>50K
607,29,HS-grad,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
608,36,HS-grad,Exec-managerial,Not-in-family,Black,Male,<=50K
609,17,10th,Other-service,Own-child,White,Female,<=50K
610,52,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
611,24,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
612,24,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
613,26,Bachelors,Prof-specialty,Own-child,White,Male,<=50K
614,27,Bachelors,Other-service,Own-child,White,Female,<=50K
615,39,HS-grad,Handlers-cleaners,Own-child,White,Male,<=50K
616,30,HS-grad,Transport-moving,Husband,Black,Male,<=50K
617,50,HS-grad,Exec-managerial,Husband,White,Male,<=50K
618,52,Bachelors,Sales,Husband,White,Male,<=50K
619,46,Prof-school,Prof-specialty,Husband,White,Male,>50K
620,23,Bachelors,Sales,Own-child,White,Female,<=50K
621,45,11th,Other-service,Not-in-family,Black,Female,<=50K
622,65,9th,Priv-house-serv,Unmarried,Black,Female,<=50K
623,29,Assoc-voc,Transport-moving,Husband,White,Male,<=50K
624,47,9th,Handlers-cleaners,Unmarried,White,Male,<=50K
625,30,HS-grad,Farming-fishing,Own-child,Black,Male,<=50K
626,34,HS-grad,Sales,Husband,White,Male,>50K
627,38,HS-grad,Sales,Husband,White,Male,<=50K
628,33,Some-college,Exec-managerial,Husband,White,Male,>50K
629,49,Bachelors,Sales,Husband,White,Male,>50K
630,47,Some-college,Other-service,Unmarried,Black,Female,<=50K
631,49,10th,Other-service,Unmarried,Black,Female,<=50K
632,43,Some-college,Craft-repair,Husband,White,Male,>50K
633,30,Bachelors,Adm-clerical,Wife,Black,Female,>50K
634,58,HS-grad,Craft-repair,Husband,White,Male,<=50K
635,19,HS-grad,Other-service,Own-child,White,Female,<=50K
636,21,Bachelors,Handlers-cleaners,Not-in-family,White,Male,<=50K
637,33,Bachelors,Exec-managerial,Husband,White,Male,>50K
638,47,5th-6th,Transport-moving,Husband,White,Male,<=50K
639,52,Doctorate,Prof-specialty,Husband,White,Male,>50K
640,26,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
641,60,HS-grad,Craft-repair,Husband,White,Male,<=50K
642,21,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
643,36,Some-college,Sales,Husband,White,Male,>50K
644,31,Some-college,Craft-repair,Husband,White,Male,<=50K
645,50,Doctorate,Prof-specialty,Not-in-family,White,Male,>50K
646,31,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
647,71,HS-grad,Craft-repair,Husband,White,Male,<=50K
648,58,HS-grad,?,Husband,White,Male,<=50K
649,30,Bachelors,Tech-support,Husband,White,Male,>50K
650,20,Some-college,Other-service,Own-child,White,Male,<=50K
651,24,HS-grad,Exec-managerial,Other-relative,White,Male,<=50K
652,35,Doctorate,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
653,38,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
654,27,HS-grad,Machine-op-inspct,Own-child,White,Female,<=50K
655,29,Some-college,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50K
656,70,9th,?,Unmarried,White,Female,<=50K
657,34,HS-grad,Craft-repair,Husband,White,Male,<=50K
658,44,7th-8th,Craft-repair,Husband,White,Male,<=50K
659,43,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
660,44,12th,Handlers-cleaners,Husband,Black,Male,>50K
661,35,Masters,Sales,Not-in-family,White,Male,<=50K
662,27,Some-college,Prof-specialty,Not-in-family,White,Male,<=50K
663,43,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
664,20,Some-college,Sales,Not-in-family,White,Female,<=50K
665,42,Assoc-acdm,Prof-specialty,Unmarried,White,Female,>50K
666,27,Some-college,Transport-moving,Husband,White,Male,<=50K
667,42,HS-grad,Craft-repair,Husband,Black,Male,>50K
668,20,11th,?,Own-child,Asian-Pac-Islander,Female,<=50K
669,24,9th,Machine-op-inspct,Not-in-family,White,Male,<=50K
670,48,Some-college,Exec-managerial,Not-in-family,White,Male,<=50K
671,17,11th,?,Own-child,White,Female,<=50K
672,17,11th,Farming-fishing,Own-child,White,Male,<=50K
673,33,Bachelors,Exec-managerial,Husband,White,Male,>50K
674,50,HS-grad,Sales,Husband,White,Male,>50K
675,22,HS-grad,Sales,Own-child,White,Female,<=50K
676,17,12th,Other-service,Own-child,White,Male,<=50K
677,32,Some-college,Adm-clerical,Husband,White,Male,<=50K
678,31,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
679,58,HS-grad,Exec-managerial,Not-in-family,White,Male,<=50K
680,29,HS-grad,Protective-serv,Own-child,White,Male,<=50K
681,37,Assoc-voc,Craft-repair,Husband,White,Male,>50K
682,34,HS-grad,Craft-repair,Husband,White,Male,>50K
683,23,Some-college,Exec-managerial,Unmarried,Black,Male,<=50K
684,18,11th,Adm-clerical,Own-child,White,Female,<=50K
685,34,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
686,66,7th-8th,?,Not-in-family,White,Male,<=50K
687,45,Bachelors,Prof-specialty,Wife,White,Female,<=50K
688,41,Masters,Exec-managerial,Not-in-family,White,Male,<=50K
689,26,HS-grad,Other-service,Other-relative,White,Male,<=50K
690,54,Some-college,Farming-fishing,Husband,White,Male,<=50K
691,24,Some-college,Machine-op-inspct,Own-child,Black,Female,<=50K
692,42,Some-college,Prof-specialty,Husband,White,Male,<=50K
693,20,Some-college,Prof-specialty,Own-child,White,Male,<=50K
694,23,Bachelors,Tech-support,Not-in-family,White,Female,<=50K
695,25,Assoc-acdm,?,Other-relative,White,Male,<=50K
696,35,Masters,Prof-specialty,Not-in-family,White,Male,>50K
697,31,Masters,Tech-support,Husband,White,Male,>50K
698,30,Bachelors,Prof-specialty,Own-child,White,Female,<=50K
699,19,HS-grad,Sales,Own-child,White,Female,<=50K
700,36,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
701,31,Bachelors,Sales,Unmarried,White,Female,<=50K
702,21,Some-college,Handlers-cleaners,Own-child,White,Male,<=50K
703,31,Some-college,Craft-repair,Husband,White,Male,<=50K
704,46,Doctorate,Prof-specialty,Unmarried,White,Female,>50K
705,44,Bachelors,Exec-managerial,Own-child,White,Female,>50K
706,40,12th,Other-service,Husband,Black,Male,<=50K
707,45,Some-college,Sales,Not-in-family,Black,Male,<=50K
708,60,HS-grad,Craft-repair,Husband,White,Male,<=50K
709,18,11th,Other-service,Other-relative,White,Male,<=50K
710,28,Bachelors,Prof-specialty,Husband,White,Male,<=50K
711,36,Some-college,Adm-clerical,Unmarried,Black,Female,<=50K
712,36,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
713,40,Assoc-voc,Tech-support,Husband,White,Male,<=50K
714,36,Bachelors,Adm-clerical,Unmarried,White,Female,<=50K
715,31,HS-grad,Other-service,Unmarried,Black,Female,<=50K
716,33,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
717,19,HS-grad,Tech-support,Own-child,White,Female,<=50K
718,22,Some-college,Sales,Own-child,White,Female,<=50K
719,34,Bachelors,Exec-managerial,Husband,White,Male,>50K
720,33,HS-grad,Other-service,Not-in-family,White,Male,<=50K
721,41,HS-grad,Craft-repair,Husband,White,Male,<=50K
722,29,Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
723,50,HS-grad,Exec-managerial,Husband,White,Male,>50K
724,42,Bachelors,Exec-managerial,Husband,White,Male,>50K
725,43,Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
726,44,HS-grad,Sales,Wife,White,Female,<=50K
727,20,Some-college,Other-service,Not-in-family,White,Female,<=50K
728,31,HS-grad,Other-service,Husband,White,Male,<=50K
729,65,11th,Exec-managerial,Husband,White,Male,>50K
730,23,Some-college,Other-service,Not-in-family,White,Female,<=50K
731,55,Some-college,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50K
732,26,Assoc-voc,Adm-clerical,Husband,White,Male,<=50K
733,25,Assoc-voc,Other-service,Own-child,White,Female,<=50K
734,45,Some-college,?,Wife,Black,Female,<=50K
735,35,Some-college,Craft-repair,Husband,White,Male,<=50K
736,36,Some-college,Sales,Not-in-family,Black,Female,<=50K
737,43,Bachelors,Prof-specialty,Husband,White,Male,<=50K
738,56,HS-grad,Other-service,Unmarried,Black,Female,<=50K
739,42,Bachelors,Tech-support,Husband,White,Male,>50K
740,19,Some-college,Other-service,Other-relative,White,Female,<=50K
741,55,HS-grad,Transport-moving,Husband,White,Male,<=50K
742,42,Masters,Exec-managerial,Not-in-family,White,Female,>50K
743,26,Assoc-voc,Tech-support,Own-child,White,Male,<=50K
744,17,12th,Handlers-cleaners,Own-child,White,Male,<=50K
745,42,Bachelors,Prof-specialty,Wife,White,Female,>50K
746,55,HS-grad,Transport-moving,Husband,White,Male,>50K
747,32,Some-college,Adm-clerical,Own-child,Black,Female,<=50K
748,29,11th,Craft-repair,Own-child,Black,Male,<=50K
749,46,Bachelors,Prof-specialty,Husband,White,Male,<=50K
750,29,Bachelors,Exec-managerial,Husband,White,Male,>50K
751,22,Bachelors,Prof-specialty,Unmarried,White,Male,<=50K
752,58,10th,Craft-repair,Husband,White,Male,<=50K
753,23,HS-grad,Transport-moving,Unmarried,White,Male,<=50K
754,39,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
755,27,Assoc-voc,Craft-repair,Own-child,White,Male,<=50K
756,54,HS-grad,Transport-moving,Husband,White,Male,>50K
757,33,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
758,46,HS-grad,Adm-clerical,Wife,White,Female,>50K
759,37,HS-grad,Farming-fishing,Not-in-family,Black,Male,<=50K
760,36,HS-grad,Other-service,Not-in-family,White,Female,<=50K
761,59,HS-grad,Adm-clerical,Wife,White,Female,>50K
762,34,HS-grad,Protective-serv,Unmarried,White,Male,<=50K
763,53,Doctorate,Exec-managerial,Husband,White,Male,>50K
764,51,Bachelors,Sales,Not-in-family,White,Male,>50K
765,32,10th,Other-service,Unmarried,White,Female,<=50K
766,31,Some-college,Other-service,Other-relative,White,Male,<=50K
767,22,Some-college,Sales,Wife,White,Female,<=50K
768,47,Bachelors,Sales,Not-in-family,White,Female,<=50K
769,32,HS-grad,Machine-op-inspct,Not-in-family,White,Male,<=50K
770,26,Some-college,Farming-fishing,Not-in-family,White,Female,<=50K
771,37,5th-6th,Farming-fishing,Not-in-family,White,Male,<=50K
772,31,HS-grad,Craft-repair,Unmarried,White,Male,<=50K
773,37,Assoc-voc,Tech-support,Wife,White,Female,>50K
774,55,HS-grad,Sales,Not-in-family,White,Male,<=50K
775,23,Assoc-voc,Tech-support,Not-in-family,White,Male,<=50K
776,36,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
777,34,Masters,Prof-specialty,Husband,White,Male,<=50K
778,43,Bachelors,Sales,Husband,White,Male,>50K
779,54,Some-college,Tech-support,Not-in-family,White,Male,<=50K
780,43,Some-college,Craft-repair,Husband,White,Male,<=50K
781,28,Assoc-voc,Machine-op-inspct,Not-in-family,White,Female,<=50K
